sifra,naziv,placa,lokacija,opis
319729,STREŽBA,5.50 €/h neto (6.51 €/h bruto),CELJE,"Podjetje potrebuje polnoletne, vestne in komunikativne osebe za strežbo na veliki odprti terasi kavarne. Izkušnje so zaželene. Pričetek dela takoj. Delo je za daljše obdobje in ne samo v času poletnih počitnic. Interesenti naj pokličejo na kontakt podjetja.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319729 . Narava dela: začasno in občasno delo "
319719,PROMOCIJA,5.80 €/h neto (6.86 €/h bruto),LJUBLJANA,"Želiš pridobiti izkušnje s komunikacijo in prepričevanjem sogovornikov? Morda spremeniti svet na bolje? Iščejo nove sodelavce pri izvajanju promocije nevladne organizacije in iskanju novih članov. Nudili ti bodo vso podporo, da pri delu uspeš. Če te delo zanima ali imaš kakšno vprašanje, se jim javi. Ne grizejo. Poleg urne postavke pripada stimulacija. Obvezna je starost 18+.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 319719 . Narava dela: začasno in občasno delo "
319715,STREŽBA HRANE IN PIJAČE,5.07 €/h neto (6.00 €/h bruto),PTUJ,"Restavracija potrebuje polnoletne, komunikativne in vestne osebe za strežbo hrane in pijač. Gre za  lokal s čudovito teraso v centru Ptuja. Lokal je urejen v atraktivnem, rustikalnem stilu iz popolnoma naravnih materialov. Pri plačilu bo upoštevana tudi stimulacija. Za prijavo pokličite na kontakt podjetja.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO), PO POTREBI IN DOGOVORU . Delovnik: Po dogovoru. Šifra: 319715 . Narava dela: začasno in občasno delo "
319691,STREŽBA,5.00 €/h neto (5.92 €/h bruto),VISOKO,Podjetje potrebuje polnoletne osebe za strežbo v manjšem lokalu. Izkušnje niso obvezne.Št. prostih mest: 3 . Trajanje: POLETNO DELO ALI MOŽNOST PODALJŠANJA . Delovnik: Po dogovoru. Šifra: 319691 . Narava dela: začasno in občasno delo 
319690,POMOČ V STREŽBI,5.49 €/h neto (6.50 €/h bruto),LJUBLANA ŠIŠKA,Strežba v lokalu in na vrtu. Pogoja sta starost nad 18 let in izkušnje. Za delovni čas se dogovoriš. Delo je tudi med vikendi.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319690 . Narava dela: začasno in občasno delo 
319684,STREŽBA,4.56 €/h neto (5.40 €/h bruto),LJUBLJANA CENTER,"Podjetje potrebuje osebe za delo v strežbi. Delovnik po dogovoru. Urna postavka je odvisna od izkušenj, dvigne se lahko do 7,69 € bruto.Št. prostih mest: 10 . Trajanje: DO 30. 9. 2020 . Delovnik: Izmensko. Šifra: 319684 . Narava dela: začasno in občasno delo "
319677,STREŽBA,5.75 €/h neto (6.80 €/h bruto),LJUBLJANA,Podjetje išče kandidata za strežbo pijače. Pogoj je starost nad 18 let.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 319677 . Narava dela: začasno in občasno delo 
319664,ZDRAVSTVENA NEGA,4.56 €/h neto (5.40 €/h bruto),URI SOČA,"Iščejo več oseb za delo strežnika/strežnice, sodelovanje pri izvajanju osnovne oskrbe in zdravstvene nege po standardih stroke.Št. prostih mest: 4 . Trajanje: JULIJ, AVGUST 2020 . Delovnik: Po dogovoru. Šifra: 319664 . Narava dela: začasno in občasno delo "
319663,STREŽBA,6.00 €/h neto (7.10 €/h bruto),MORAVČE,"Podjetje išče pridno osebo za samostojno strežbo v manjšem baru. Iščejo polnoletno, komunikativno in zanesljivo osebo za delo v strežbi. Dela se v popoldanskem času, po dogovoru in potrebi. Izkušnje so zaželene, niso pa pogoj. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 319663 . Narava dela: začasno in občasno delo "
319662,STREŽBA HRANE IN PIJAČE,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA,"Potrebujejo urejeno, komunikativno in odzivno osebo z izkušnjami v strežbi. Pogoj je starost nad 18 let. Urna postavka se giblje med 5,92 in 7,10 €/h bruto. Začetek dela je takoj. Prijave sprejemajo po telefonu.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 319662 . Narava dela: začasno in občasno delo "
319656,DELO NA TERENU,5.50 €/h neto (6.51 €/h bruto),LJUBLJANA,"Potrebujejo polnoletno osebo za montažo delilnikov toplote na radiatorje. Delo na terenu. Podjetje nudi možnost delovnega časa po dogovoru - fleksibilnost. Pogoj je izpit B kategorije. Zaželen je lasten prevoz, ni pa pogoj (v primeru, da bo lasten prevoz, je plačilo tudi + 0,18 €/km).Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 319656 . Narava dela: začasno in občasno delo "
319651,STREŽBA,6.50 €/h neto (7.69 €/h bruto),PRAGERSKO,"Podjetje potrebuje polnoletni osebi za pomoč v strežbi. Pogoji: urejenost, natančnost in komunikativnost. Zaželene izkušnje v strežbi.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 319651 . Narava dela: začasno in občasno delo "
319650,DIGITALNI MARKETING,5.00 €/h neto (5.92 €/h bruto),LJUBLJANA,"V mladem, hitro rastočem podjetju iščejo sodelavca/-ko za FB/Instagram oglaševanje. Potrebno znanje: Uporaba FB ads managerja, postavitev kampanj v FB oglaševalski platformi, goreča želja po doseganju vedno boljših rezultatov, hitro delo z računalnikom, zaželjene izkušnje z delom v spletni trgovini. Kaj nudijo? Dinamično in ekstremno razgibano delo v mladem kolektivu, kjer spodbujajo kreativne zamisli in omogočajo proste roke pri ustvarjanju.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 319650 . Narava dela: začasno in občasno delo "
319647,STREŽBA HRANE IN PIJAČE,5.50 €/h neto (6.51 €/h bruto),ADLEŠIČI,"Poletno delo v strežbi ( pijače, pizza, jedi iz žara). Evidentiranje gostov kampa, skrb za red in čistočo pri delu. Lokal se nahaja v prijetnem ambientu ob reki Kolpi. V poletni turistični sezoni je odprt vsak dan med 8. in 24. uro, ob petkih in sobotah do 2. ure zjutraj. Odlična priložnost za počitniško delo, v prostem času pa uživanje v kopanju, plavanju, čolnarjenju, sklepanju novih prijateljstev.Št. prostih mest: 2 . Trajanje: DO KONCA AVGUSTA . Delovnik: Po dogovoru. Šifra: 319647 . Narava dela: začasno in občasno delo "
319644,POMOČ V KUHINJI,5.00 €/h neto (5.92 €/h bruto),ŠMARTNO PRI LITIJI,Iščejo dve osebi za pomoč v kuhinji. Izkušnje niso potrebne.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 319644 . Narava dela: začasno in občasno delo 
319642,MONTAŽA,5.07 €/h neto (6.00 €/h bruto),LJUBLJANA ZALOG,"Pomočnik monterja na terenu in v proizvodnji. Delo vključuje pomoč pri dostavi, montaži in servisu postelj na terenu, občasno pa tudi pomoč v proizvodnji, lažja mizarska dela in vožnjo dostavnega vozila. Pri delu bo vedno na voljo sodelavec. Nudijo redno plačilo ter delo v mladem in kreativnem kolektivu. Zahteve: urejenost, zanesljivost, odgovornost in izkušnje na podobnem področju. Pogoj: izpit B kategorije. Prjiavi se na njihovo spletno stran in izpolni prijavni obrazec.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 319642 . Narava dela: začasno in občasno delo "
319640,ČIŠČENJE,PO DOGOVORU...,PORTOROŽ,"Podjetje išče resne študente/ke za pomoč pri čiščenju sob, javnih površin in konferenčnih dvoran v 5*superior luksuznem hotelu. Delo kot pomoč tudi v pralnici. Ponujajo redno plačilo. Pošlji prijavo na email.Št. prostih mest: 3 . Trajanje: DO OKTOBRA 2020 . Delovnik: Izmensko. Šifra: 319640 . Narava dela: začasno in občasno delo "
319634,DELO V KUHINJI,5.49 €/h neto (6.50 €/h bruto),SORICA,"Gostišče, ki nudi domačo hrano z ekoloških kmetij potrebuje pomoč za delo v kuhinji. Pogoj je starost nad 18 let, zaželene izkušnje. Dela se čez vikende oz. po dogovoru s podjetjem.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 319634 . Narava dela: začasno in občasno delo "
319633,STREŽBA HRANE IN PIJAČE,5.49 €/h neto (6.50 €/h bruto),SORICA,"Gostišče, ki se nahaja na mirni lokaciji in ponuja tradicionalne jedi, vabi v svojo ekipo osebo za pomoč v strežbi. Pogoj je starost nad 18 let, zaželene izkušnje. Dela se čez vikende oz. po dogovoru s podjetjem.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Med vikendom. Šifra: 319633 . Narava dela: začasno in občasno delo "
319630,POMOČ PRI PRODAJI,4.56 €/h neto (5.40 €/h bruto),VRHNIKA,Pomoč pri prodaji v trgovini z oblačili in modnimi dodatki. Delo poteka po dogovoru. Zaželene izkušnje.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319630 . Narava dela: začasno in občasno delo 
319629,PROMOCIJA,5.80 €/h neto (6.86 €/h bruto),MARIBOR,"Želiš pridobiti izkušnje s komunikacijo in prepričevanjem sogovornikov? Morda spremeniti svet na bolje? Iščejo nove sodelavce pri izvajanju promocije nevladne organizaicije in iskanju novih članov. Nudili ti bodo vso podporo, da pri delu uspeš. Če te delo zanima ali imaš kakšno vprašanje, se jim javi. Ne grizejo.Poleg urne postavke pripada stimulacija. Obvezna je starost 18+.Št. prostih mest: 3 . Trajanje: DALJ ČASA . Delovnik: Popoldan. Šifra: 319629 . Narava dela: začasno in občasno delo "
319623,STREŽBA,5.50 €/h neto (6.51 €/h bruto),DOMŽALE,V trendovskem lokalu iščejo osebo za delo v strežbi. Delo lahko poteka tudi čez vikend. Pogoj je starost nad 18 let in obvezne izkušnje. Urna postavka je lahko tudi višja.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 319623 . Narava dela: začasno in občasno delo 
319622,STREŽBA,5.07 €/h neto (6.00 €/h bruto),GOZD MARTULJEK,Podjetje išče pridno osebo za samostojno strežbo v manjšem baru v kampu. Pogoja sta starost nad 18 let in osnovno znanje tujih jezikov. Plačilu urne postavke je dodano povračilo potnih stroškov.Št. prostih mest: 2 . Trajanje: DO 31. 8. 2020 . Delovnik: Izmensko. Šifra: 319622 . Narava dela: začasno in občasno delo 
319608,STREŽBA,6.00 €/h neto (7.10 €/h bruto),ZAGORICA NAD KAMNKOM,Okrepčevalnica išče simpatično osebo za strežbo v prijetnem okolju. Zaželene izkušnje in starost nad 18 let. Delovni čas po dogovoru.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 319608 . Narava dela: začasno in občasno delo 
319607,POMOČ V KUHINJI,PO DOGOVORU...,PORTOROŽ,Potrebujejo resnega/-no študenta/-ko za pomoč v kuhinji. Znanje angleškega jezika je zaželeno. Nudijo redno izplačilo in možnost dolgoročnega sodelovanja/zaposlitve. Prijave sprejemajo na e-mail.Št. prostih mest: 2 . Trajanje: DO OKTOBRA 2020 . Delovnik: Izmensko. Šifra: 319607 . Narava dela: začasno in občasno delo 
319603,POMOČ V STREŽBI,5.07 €/h neto (6.00 €/h bruto),KRIŽEVCI PRI LJUTOMERU,Podjetje potrebuje osebo za strežbo. Zaželene so izkušnje in lasten prevoz.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 319603 . Narava dela: začasno in občasno delo 
319579,STREŽBA,5.50 €/h neto (6.51 €/h bruto),BRESNICA,"Podjetje potrebuje polnoletno, komunikativno in zanesljivo osebo za delo v strežbi. Dela se v dopoldanskem in popoldanskem času, po dogovoru in potrebi. Interesenti naj pokličejo ali pošljejo vlogo na kontakt podjetja.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319579 . Narava dela: začasno in občasno delo "
319574,STREŽBA HRANE IN PIJAČE,6.00 €/h neto (7.10 €/h bruto),KRANJ,Strežba hrane in pijače. Pogoj so izkušnje.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 319574 . Narava dela: začasno in občasno delo 
319570,STREŽBA,10.00 €/h neto (11.83 €/h bruto),LJUBLJANA,"Podjetje potrebuje natakarja/-ico za strežbo v  lokalu (streaptease bar). Delovnik je od 22. ure dalje, 2-3 x tedensko, med tednom in vikendom. Pogoj je starost nad 18 let.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319570 . Narava dela: začasno in občasno delo "
319560,STREŽBA,6.00 €/h neto (7.10 €/h bruto),LJUBLJANA BTC,"Iščejo pomoč v strežbi v športnem baru. Zaželeno samostojno delo v šanku. Delo popoldan in ob vikendih, po dogovoru.Št. prostih mest: 3 . Trajanje: PO DOGOVORU . Delovnik: Popoldan. Šifra: 319560 . Narava dela: začasno in občasno delo "
319556,STREŽBA,6.50 €/h neto (7.69 €/h bruto),LJUBLJANA,"Kavarna išče polnoletnega, izkušenega, resnega in odgovornega sodelavca ali sodelavko za delo v strežbi. Začetna urna postavka je po dogovoru s podjetjem.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 319556 . Narava dela: začasno in občasno delo "
319555,DELO V PROIZVODNJI,4.73 €/h neto (5.60 €/h bruto),RUŠE,"Delo v proizvodnji. Plačilo: dnevna bruto urna postavka je 5,60 €, nočna pa 6,60 €. Pogoja sta starost nad 18 let in znanje slovenskega jezika.Št. prostih mest: 5 . Trajanje: MED POČITNICAMI . Delovnik: Izmensko. Šifra: 319555 . Narava dela: začasno in občasno delo "
319549,STREŽBA,4.56 €/h neto (5.40 €/h bruto),ZGORNJA HAJDINA,"Gostinski lokal išče polnoletno, komunikativno osebo za delo v strežbi. Lokal obratuje od 6. do 22., čez vikend do 23. ure. Dela se večinoma popoldan, oziroma po potrebi in dogovoru. Zaželene so predhodne izkušnje. Resni kandidati/ke pokličite na kontakt podjetja.Št. prostih mest: 1 . Trajanje: POČITNIŠKO DELO . Delovnik: Popoldan. Šifra: 319549 . Narava dela: začasno in občasno delo "
319535,KOZMETIČNE STORITVE,5.07 €/h neto (6.00 €/h bruto),TRBOVLJE,Delo v kozmetičnem salonu. Pogoj je osnovno znanje iz kozmetičnih storitev.Št. prostih mest: 1 . Trajanje: PO DOGOVORU . Delovnik: Po dogovoru. Šifra: 319535 . Narava dela: začasno in občasno delo 
319527,PROGRAMIRANJE,PO DOGOVORU...,LJUBLJANA,"Podjetje potrebuje študenta/ko zadnjih letnikov z izkušnjami na področju programiranja/analitike. Zaželeno je osnovno razumevanje programskih jezikov (Python) in osnove Linux OS. Dinamično delo na mednarodnih projektih z največjimi telekomunikacijskimi operaterji. Če te delo zanima, jim pošlji CV in predstavitev tvojih dosedanjih projektov in preteklih delovnih izkušenj na e-mail, s pripisom za katero delovno mesto se prijavljaš.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Dopoldan. Šifra: 319527 . Narava dela: začasno in občasno delo "
319525,POMOČ V KUHINJI,5.00 €/h neto (5.92 €/h bruto),KOPER,Podjetje išče primerne osebe za pomoč v kuhinji. Pogoj je starost nad 18 let. Izkušnje zaželene.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319525 . Narava dela: začasno in občasno delo 
319523,STREŽBA,4.56 €/h neto (5.40 €/h bruto),DOL PRI LJUBLJANI,Delo v strežbi. Izkušnje so zaželene.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 319523 . Narava dela: začasno in občasno delo 
319504,STREŽBA,5.49 €/h neto (6.50 €/h bruto),STARŠE,"Podjetje potrebuje polnoletno, vestno, zanesljivo in komunikativno osebo za strežbo v prijetnem, mirnem in urejenem lokalu. Delo poteka pretežno v popoldanskem času, oz. po dogovoru in potrebi. Interesenti naj pokličejo na kontakt podjetja.Št. prostih mest: 1 . Trajanje: V ČASU POČITNIC ALI DLJE ČASA (OBČASNO) . Delovnik: Popoldan. Šifra: 319504 . Narava dela: začasno in občasno delo "
319501,POMOČ V STREŽBI,5.00 €/h neto (5.92 €/h bruto),IVANČNA GORICA,"Pričakujejo lasten prevoz in izkušnje s samostojnim delom v baru. Dela se popoldne in med vikendi, po potrebi in dogovoru. Plačilo je od 5,92 - 8,28 €/h bruto, glede na promet.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319501 . Narava dela: začasno in občasno delo "
319492,STREŽBA,6.00 €/h neto (7.10 €/h bruto),IG PRI LJUBLJANI,"Iščejo osebo za strežbo v dnevnem baru. Zaželene so izkušnje, niso pa nujne. Delo poteka izmenično dopoldan, popoldan, čez teden ali vikende ... po dogovoru. Pogoji:  simpatičnost, urejenost, občutek za delo z ljudmi, prijaznost in polnoletnost.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Izmensko. Šifra: 319492 . Narava dela: začasno in občasno delo "
319484,STREŽBA,PO DOGOVORU...,KRVAVI POTOK,"Podjetje išče osebe za strežbo. Pogoj je starost nad 17 let. Izkušnje so zaželene, niso pa pogoj. Potni stroški so stvar dogovora.Št. prostih mest: 3 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319484 . Narava dela: začasno in občasno delo "
319478,STREŽBA,5.50 €/h neto (6.51 €/h bruto),NOVO MESTO,V lokalu potrebujejo osebo za delo v strežbi. Urna postavka je osnovna + stimulacija.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319478 . Narava dela: začasno in občasno delo 
319477,PRODAJAPOLNJENJE POLIC IN BLAGAJNIK,4.56 €/h neto (5.40 €/h bruto),ŠENTJERNEJ,V trgovini potrebujejo polnoletno osebo za pomoč pri prodaji in delo na blagajni. Urna postavka je osnovna + stimulacija.Št. prostih mest: 1 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319477 . Narava dela: začasno in občasno delo 
319462,STREŽBA,6.50 €/h neto (7.69 €/h bruto),ANKARAN,Podjetje išče primerno osebo za strežbo. Pogoj je starost nad 18 let.Št. prostih mest: 2 . Trajanje: DLJE ČASA (OBČASNO) . Delovnik: Po dogovoru. Šifra: 319462 . Narava dela: začasno in občasno delo 
319438,DELO V KUHINJI,5.07 €/h neto (6.00 €/h bruto),GRADAC,"Za vsa potrebna dela v kuhinji, potrebujejo več polnoletnih oseb. Prehrana in možnost namestitve v kampu. Termin opravljanja dela je po dogovoru, lahko krajše obdobje  ali pa do konca sezone. Predviden pričetek je 20. 6. 2020. Prijave sprejemajo na e - naslov.  Prijave sprejemajo na e - naslov.Št. prostih mest: 2 . Trajanje: DO 30. 9. . Delovnik: Po dogovoru. Šifra: 319438 . Narava dela: začasno in občasno delo "
319437,ANIMATOR,4.77 €/h neto (5.65 €/h bruto),GRADAC,"Oseba mora biti polnoletna, komunikativna in športno aktivna. Vodi goste po adrenalinskem parku, organizira in izvaja športno animacijo v kampu ... Hrana in bivanje sta zagotovljena. Termin opravljanja dela je po dogovoru, lahko krajše obdobje ali do konca sezone. Prijave sprejemajo na e-naslov.Št. prostih mest: 1 . Trajanje: DO 30. 9. 2020 . Delovnik: Izmensko. Šifra: 319437 . Narava dela: začasno in občasno delo "
319434,STREŽBA,4.77 €/h neto (5.65 €/h bruto),GRADAC,"Prehrana in možnost namestitve v kampu. Termin opravljanja dela je po dogovoru, lahko krajše obdobje ali pa do konca sezone. Predviden pričetek je 20. 6. 2020.  Prijave sprejemajo na   e - naslov.Št. prostih mest: 4 . Trajanje: DO 30. 9. 2020 . Delovnik: Izmensko. Šifra: 319434 . Narava dela: začasno in občasno delo "
319433,DELO NA RECEPCIJI,4.77 €/h neto (5.65 €/h bruto),GRADAC,"Prehrana in možnost namestitve v kampu. Termin opravljanja dela, je po dogovoru, lahko krajše obdobje  ali pa do konca sezone. Prijave sprejemajo na  e-naslov.Št. prostih mest: 2 . Trajanje: DO 30. 9. 2020 . Delovnik: Po dogovoru. Šifra: 319433 . Narava dela: začasno in občasno delo "
